record_id,date,inventory_level,order_fulfillment_rate,supplier_performance
REC-87453221,2022-02-08,5703,98.89,87.01
REC-52001565,2023-08-12,5931,97.98,92.65
REC-57260360,2020-11-25,7428,96.49,88.5
REC-78530276,2021-02-03,7694,96.53,78.07
REC-23288780,2022-07-16,8762,96.55,77.26
REC-41823071,2023-04-04,1020,90.51,88.72
REC-35242818,2024-07-13,4842,98.39,86.25
REC-50226291,2023-02-10,2288,97.96,95.69
REC-28013093,2020-04-10,4337,96.09,81.44
REC-89427788,2020-05-04,8872,96.99,85.67
REC-47231423,2021-01-17,7466,85.47,70.85
REC-93525402,2022-08-04,4452,97.97,67.07
REC-19980384,2021-08-11,7378,93.74,61.21
REC-44987131,2022-05-02,6526,88.67,74.83
REC-97210510,2022-05-13,7174,87.99,79.81
REC-63695060,2022-02-23,4202,93.47,74.9
REC-21174172,2021-12-11,2043,87.85,62.02
REC-67088619,2023-01-12,3774,88.48,90.46
REC-81927860,2021-12-22,401,91.84,63.24
REC-19470140,2023-06-15,8901,92.12,65.56
REC-94975906,2022-10-04,7369,93.98,95.7
REC-59948088,2024-08-29,8408,87.37,91.32
REC-91194302,2024-02-06,4044,88.56,70.6
REC-66329364,2023-07-01,7183,89.86,72.31
REC-52461165,2023-03-11,4011,87.16,62.04
REC-60860721,2021-02-02,7291,98.84,81.33
REC-91014793,2021-03-26,3517,93.8,90.0
REC-20405175,2019-11-12,7558,93.02,76.5
REC-26726377,2020-09-24,2701,85.17,95.93
REC-24762625,2021-08-30,8470,99.85,90.14
REC-64597257,2021-10-22,8000,93.22,99.31
REC-54205616,2020-05-07,3874,86.12,81.72
REC-58696806,2021-06-17,269,86.95,91.66
REC-46675397,2021-02-01,7300,94.99,67.77
REC-40301728,2023-01-17,9896,90.41,71.02
REC-11323834,2020-07-18,8128,95.6,68.36
REC-60621018,2020-06-24,172,91.0,84.39
REC-60819173,2020-03-18,4759,92.9,91.84
REC-26576358,2023-09-11,1475,99.0,64.96
REC-80662368,2024-05-01,1254,86.12,82.58
REC-89031028,2020-02-16,5507,98.17,72.24
REC-22823236,2019-11-22,4609,95.53,67.16
REC-56828593,2023-01-17,7420,97.09,80.9
REC-84026745,2024-02-15,636,85.51,99.09
REC-91532833,2020-05-17,6823,89.06,74.26
REC-16437523,2020-07-20,8104,91.98,61.76
REC-52680752,2021-11-25,6872,99.62,89.65
REC-34249450,2020-12-27,7944,87.74,79.37
REC-81361168,2020-05-20,2020,95.36,96.58
REC-74003316,2022-12-26,973,95.42,78.82
REC-44770583,2022-04-20,4532,90.55,71.02
REC-78929583,2021-08-14,5449,97.83,85.77
REC-98256603,2021-10-09,9591,98.94,64.74
REC-29148862,2022-01-31,8734,86.54,90.13
REC-86176717,2023-06-09,9681,86.74,94.98
REC-17095369,2020-09-28,7421,88.5,66.99
REC-43435196,2020-10-13,4069,99.04,62.51
REC-71443076,2024-02-24,6758,88.16,65.25
REC-68916214,2021-02-13,5077,96.11,75.86
REC-72903261,2019-11-29,7962,97.0,94.89
REC-48496283,2019-12-20,5036,98.78,81.67
REC-67413657,2022-09-14,3115,98.05,91.09
REC-40704198,2022-06-08,1977,93.44,68.73
REC-95313518,2023-09-20,9102,88.25,76.37
REC-51025192,2023-08-23,108,89.17,71.26
REC-51974837,2024-04-07,6905,89.7,93.1
REC-95184862,2021-12-26,1677,97.96,63.02
REC-20293588,2024-05-02,4182,93.14,89.34
REC-22567290,2023-06-15,5711,92.6,82.0
REC-87217700,2020-10-25,112,86.23,76.24
REC-21352822,2024-04-03,1150,97.05,91.27
REC-84378065,2021-03-05,5604,93.92,90.35
REC-11435415,2023-07-21,2921,93.59,94.73
REC-78274190,2024-06-19,3912,93.07,79.86
REC-74378331,2023-05-15,5049,86.0,66.62
REC-79123671,2024-02-14,2324,93.02,61.35
REC-26735821,2024-03-17,6026,96.99,94.15
REC-11865661,2022-04-21,2375,90.12,76.05
REC-10978481,2022-08-15,7935,97.17,87.89
REC-81715863,2023-10-07,3152,95.6,86.99
REC-42779491,2024-04-04,6493,96.64,76.72
REC-91764582,2021-08-07,4479,94.72,73.62
REC-91520297,2020-06-06,6922,98.96,61.04
REC-32620027,2023-06-05,802,92.85,60.07
REC-40208193,2022-04-15,6149,95.04,80.04
REC-20082754,2022-10-12,7313,92.15,96.33
REC-27893746,2023-03-05,6520,92.03,60.86
REC-57417986,2021-11-17,3499,99.05,81.59
REC-66736822,2020-12-28,8972,98.61,64.05
REC-60881238,2022-04-02,7623,88.32,79.84
REC-60101289,2019-10-04,6986,93.19,80.65
REC-55360034,2019-09-02,6034,87.41,83.54
REC-82359410,2024-02-13,8680,89.09,83.3
REC-48931830,2020-10-29,2251,97.26,78.97
REC-74843897,2022-08-05,5421,99.87,67.9
REC-45534249,2022-02-08,3953,94.8,73.6
REC-10299883,2023-08-29,9042,96.85,80.99
REC-39187415,2024-03-21,878,85.01,85.43
REC-96298460,2019-09-27,1719,86.86,94.08
REC-14755216,2023-11-08,5892,98.19,90.53
REC-92912825,2023-09-23,549,99.67,92.67
REC-17717080,2022-03-20,1697,96.75,64.32
REC-10790690,2019-09-30,6047,96.77,91.5
REC-54097476,2023-05-01,8574,99.11,93.36
REC-57498680,2022-02-28,6482,85.55,99.51
REC-10691813,2021-08-20,1762,90.51,89.82
REC-34985664,2019-09-24,5258,86.13,62.37
REC-57584523,2024-05-01,4458,88.68,71.26
REC-23601326,2022-11-05,2336,91.95,71.04
REC-76041312,2021-04-09,3885,96.39,91.98
REC-21374117,2023-03-04,8255,97.79,60.94
REC-79030673,2024-06-08,9914,98.52,74.21
REC-65125778,2023-05-22,5631,92.8,60.52
REC-75419352,2023-01-10,3311,91.7,92.26
REC-30888358,2021-10-17,1262,94.51,65.1
REC-40345988,2021-01-21,8802,96.17,82.52
REC-63064163,2022-12-25,5778,86.03,78.72
REC-50169346,2022-11-20,5576,97.32,83.43
REC-67491018,2021-07-18,5381,89.13,77.28
REC-81998064,2021-11-27,8383,95.53,92.09
REC-24588794,2020-05-05,549,89.51,74.85
REC-98084362,2023-04-05,3867,98.05,95.19
REC-31721032,2021-09-15,5282,91.5,74.57
REC-57477880,2024-01-24,5890,94.15,66.22
REC-10779834,2021-12-24,9642,96.43,72.92
REC-36637470,2022-02-02,9306,92.59,67.71
REC-35443261,2024-03-11,7319,98.88,79.83
REC-15403110,2021-12-15,8338,89.08,80.63
REC-62955068,2023-03-07,8495,91.46,65.22
REC-54454724,2021-04-08,7641,98.39,73.06
REC-31516779,2020-04-01,5257,95.56,90.21
REC-74329883,2021-03-21,3707,96.2,88.86
REC-25944033,2020-10-30,6549,97.69,86.4
REC-75641573,2022-02-17,4598,99.58,63.3
REC-27103900,2020-08-09,1604,92.07,90.95
REC-63670451,2023-07-17,1426,88.9,93.7
REC-62190363,2023-07-09,2673,89.67,75.92
REC-24728084,2021-12-25,6206,88.81,78.94
REC-12839001,2023-11-08,6381,92.24,76.72
REC-30876492,2021-04-07,5305,86.75,61.55
REC-77108989,2022-05-25,4291,95.81,60.01
REC-41743155,2019-11-01,7637,96.96,66.53
REC-55921387,2020-12-17,7826,92.08,80.02
REC-90139636,2020-02-03,4945,91.61,65.49
REC-68294586,2024-03-21,8305,86.0,85.1
REC-48851553,2019-11-09,7754,91.87,68.31
REC-75220319,2021-04-01,1331,92.2,89.28
REC-67572954,2020-07-15,9391,94.79,69.64
REC-92894635,2022-01-25,1504,94.11,62.56
REC-78617449,2021-12-16,4734,85.92,87.42
REC-43482865,2020-09-24,5394,96.89,85.87
REC-25437721,2023-05-26,5810,87.05,64.62
REC-43199341,2019-09-27,7001,85.6,89.9
REC-36630469,2021-08-25,6692,85.41,95.68
REC-23833135,2020-06-08,5679,91.0,64.5
REC-92020513,2020-12-13,3549,88.42,61.87
REC-35322723,2019-10-17,9989,91.8,99.52
REC-40787425,2023-11-13,1390,86.17,84.65
REC-27756443,2021-07-07,7906,88.68,66.93
REC-15149455,2022-07-30,8231,88.47,96.72
REC-35793612,2023-03-30,3455,86.3,90.7
REC-67217417,2022-04-27,9018,99.65,75.78
REC-92740848,2023-11-28,1938,91.58,69.57
REC-22205146,2022-10-29,2778,86.17,97.48
REC-61050068,2023-08-12,6036,96.0,93.09
REC-80460439,2019-12-09,9366,94.19,64.68
REC-95001425,2022-06-24,8273,99.16,60.76
REC-39766168,2020-05-08,7608,99.39,83.95
REC-67186933,2020-11-28,207,98.03,90.94
REC-18234220,2020-02-23,5831,89.37,71.31
REC-67320744,2021-12-07,3795,89.61,79.41
REC-50841111,2023-01-03,785,94.95,65.11
REC-46137598,2020-04-10,299,89.45,84.07
REC-47655580,2024-04-15,4599,95.4,72.62
REC-66112969,2023-09-01,6437,94.98,99.8
REC-52928316,2021-03-19,8090,96.01,67.23
REC-34394290,2021-04-21,3395,95.78,80.25
REC-10071931,2021-10-17,2753,98.59,85.75
REC-98641515,2022-11-30,3784,86.21,77.38
REC-38451145,2019-10-11,3245,91.51,80.06
REC-73358574,2020-09-14,7425,87.38,99.8
REC-91405981,2021-10-14,5156,98.84,99.47
REC-67835429,2022-12-10,6974,99.51,67.66
REC-43858172,2023-06-09,5610,95.07,88.74
REC-58799048,2021-10-08,1349,85.18,99.31
REC-50850064,2019-12-15,908,91.99,64.41
REC-23003982,2021-05-12,9329,99.48,86.01
REC-84057077,2023-08-03,743,87.2,75.69
REC-54454486,2020-06-19,3164,93.52,94.39
REC-58504268,2024-02-07,5714,87.3,77.72
REC-91163313,2021-06-10,4384,93.94,97.91
REC-41977671,2023-09-10,709,86.93,80.59
REC-38190192,2022-12-23,6145,98.98,98.41
REC-21707969,2022-04-28,4812,98.04,77.79
REC-27513454,2022-06-01,3772,90.81,83.78
REC-15508152,2021-01-06,5526,97.76,78.87
REC-35894291,2020-01-11,8648,87.05,81.53
REC-23238889,2024-05-05,5268,99.88,67.06
REC-83360594,2024-02-06,9555,88.17,96.6
REC-50463479,2020-09-15,2399,99.15,72.31
REC-37111862,2021-10-28,3556,96.84,60.78
REC-30625554,2023-10-06,6092,91.13,66.21
REC-27157313,2022-03-18,8318,86.39,96.24
REC-66131539,2021-05-11,3743,94.41,74.93
REC-85208373,2022-09-25,6868,96.67,85.7
REC-59125302,2020-02-10,7874,99.89,80.67
REC-94539000,2021-07-09,2814,85.67,60.91
REC-68535809,2020-08-17,9236,90.37,62.87
REC-74803086,2021-09-04,1176,88.86,68.64
REC-80298247,2023-05-12,771,91.0,93.29
REC-12935999,2022-06-06,457,92.59,90.79
REC-90417043,2019-10-18,9211,88.13,74.73
REC-27305260,2021-02-02,5392,85.45,90.36
REC-16099554,2022-01-06,2972,88.32,99.26
REC-35526992,2024-08-22,5884,94.38,79.76
REC-76441251,2020-09-07,6789,85.08,66.87
REC-78919151,2023-01-13,8655,87.23,60.7
REC-32215479,2021-09-26,7907,87.6,64.49
REC-78354185,2019-09-29,1614,94.2,63.78
REC-85497282,2020-01-10,6154,90.38,69.06
REC-63801036,2024-08-11,6195,97.18,72.33
REC-37772949,2023-09-17,4010,88.89,83.48
REC-10483257,2020-12-26,1323,85.88,63.57
REC-86758847,2022-10-29,7806,88.87,97.03
REC-89472028,2020-06-06,5412,85.8,95.3
REC-78826270,2021-10-13,8551,98.27,86.32
REC-77621275,2021-01-03,7321,95.05,72.54
REC-44740194,2023-12-03,8011,87.21,90.18
REC-39573041,2020-06-11,9146,96.16,63.73
REC-46039426,2022-07-19,1084,99.6,66.95
REC-32965874,2020-03-06,403,98.72,77.51
REC-16122001,2020-03-05,5023,93.78,85.24
REC-41972914,2022-09-10,1972,92.36,77.9
REC-15246661,2020-12-23,4806,93.45,66.8
REC-47279846,2024-03-25,7736,85.78,89.0
REC-46297151,2020-07-31,7151,88.74,63.78
REC-96223229,2020-09-26,6811,92.06,86.87
REC-38182016,2023-10-26,1343,98.69,77.25
REC-25594065,2021-08-24,8346,95.59,88.75
REC-97059725,2022-05-13,1479,97.72,76.87
REC-94917258,2024-06-01,4628,85.47,63.2
REC-53561957,2022-08-16,884,98.08,93.2
REC-83722452,2023-05-27,307,91.92,77.85
REC-27933045,2021-04-23,3186,95.48,89.01
REC-92071729,2019-11-07,124,95.75,63.34
REC-53571790,2022-11-18,8324,97.92,62.35
REC-94014298,2022-09-18,5823,85.11,90.91
REC-57712141,2020-10-24,7435,90.74,87.83
REC-47539330,2021-10-19,463,92.93,72.73
REC-44358021,2020-01-02,8166,89.44,82.69
REC-82127089,2023-10-18,2029,96.83,75.12
REC-61268618,2023-05-23,9944,89.05,90.5
REC-94051119,2024-06-03,1708,88.23,95.99
REC-69349051,2022-03-05,2150,89.25,71.74
REC-53521847,2024-04-14,6139,97.37,63.72
REC-37369495,2023-11-02,3410,95.12,65.9
REC-30889845,2021-04-13,4041,92.66,84.2
REC-41101353,2024-06-27,5764,97.63,89.41
REC-59478024,2021-04-03,9713,96.52,63.58
REC-74291216,2024-04-16,4741,89.22,89.68
REC-76566782,2022-08-17,4559,89.15,86.99
REC-71658297,2022-06-03,9401,98.9,82.89
REC-33637158,2023-08-27,7130,85.17,71.89
REC-86458200,2022-01-04,8345,87.87,91.11
REC-34213769,2024-05-20,7988,93.14,66.34
REC-12824921,2021-01-12,5989,95.08,73.6
REC-31866570,2020-04-02,9878,97.04,69.12
REC-62908270,2024-03-09,674,98.66,84.85
REC-19321974,2020-12-26,1200,97.54,69.86
REC-19670211,2023-06-29,134,89.52,79.03
REC-42917412,2022-03-08,8542,97.14,96.32
REC-96586373,2021-11-28,9221,85.68,85.52
REC-23453152,2024-04-10,1636,88.81,61.99
REC-28426925,2022-10-16,1865,93.99,70.07
REC-90972685,2023-07-13,2745,89.05,93.11
REC-60717541,2019-09-04,2276,89.3,75.92
REC-12780443,2023-12-21,479,93.28,79.29
REC-11818926,2022-11-22,6412,86.05,75.99
REC-27740771,2021-03-31,171,95.53,91.89
REC-21220004,2019-10-30,1360,96.06,66.06
REC-29144226,2022-10-07,7726,88.36,87.13
REC-11261132,2021-09-12,5547,92.02,86.82
REC-82795691,2022-05-25,9817,88.98,87.32
REC-21403835,2020-03-16,1517,85.69,83.14
REC-28687147,2024-04-02,1810,92.42,67.77
REC-85544613,2022-12-18,7887,95.67,60.79
REC-31896876,2021-04-13,5351,94.13,77.69
REC-54527579,2024-02-16,5127,94.58,95.13
REC-30738427,2023-11-25,2786,86.11,94.3
REC-17499483,2024-05-11,1855,92.47,95.74
REC-45897422,2020-12-23,8171,91.15,92.71
REC-26518916,2022-01-28,7394,99.9,66.77
REC-15976158,2022-05-31,9183,87.06,82.82
REC-83100625,2023-02-26,9741,89.79,93.6
REC-23766187,2022-05-29,2755,87.05,74.17
REC-65738565,2020-08-10,486,96.73,73.76
REC-10162459,2020-06-27,6033,85.71,77.47
REC-13221342,2024-02-13,7656,98.84,70.45
REC-67329147,2020-03-27,4942,90.82,82.37
REC-29780540,2020-01-16,5812,88.72,61.29
REC-97961547,2020-10-09,5015,92.57,68.61
REC-40317689,2021-03-10,1181,98.99,87.9
REC-25087236,2019-12-08,7045,94.92,90.51
REC-32757831,2021-05-21,8249,88.02,60.41
REC-40134894,2020-07-30,8138,96.79,72.35
REC-47824471,2023-10-18,4985,90.42,94.24
REC-20239462,2021-04-19,5525,99.7,64.53
REC-25884798,2020-07-04,3040,88.46,75.48
REC-21382241,2019-12-09,6251,97.42,82.08
REC-91135473,2024-07-11,9888,95.36,98.0
REC-33899852,2022-12-22,9608,86.52,69.64
REC-81199906,2023-11-02,6824,92.4,80.85
REC-90478491,2024-02-21,2598,93.5,94.4
REC-67075357,2021-11-05,1298,88.82,91.07
REC-99559917,2020-02-01,4596,89.05,95.34
REC-93853635,2022-10-14,1057,87.73,82.37
REC-56759534,2021-07-18,8459,91.46,97.45
REC-46385523,2020-04-09,2059,99.42,98.96
REC-98816127,2019-10-12,4604,98.18,61.11
REC-45621515,2021-06-11,4654,88.08,79.35
REC-10292428,2023-11-06,3221,98.83,70.24
REC-98027250,2020-05-07,2891,92.98,76.4
REC-52984033,2023-08-26,5185,91.43,94.15
REC-62425387,2020-03-08,6399,97.77,96.64
REC-74214057,2022-09-27,2880,97.25,83.44
REC-25188619,2024-05-31,6692,93.29,84.26
REC-47376435,2023-03-17,7591,94.5,82.72
REC-22139593,2022-10-22,5059,87.22,88.52
REC-27117558,2020-03-01,1108,86.41,95.15
REC-61676160,2021-12-05,5525,92.98,72.16
REC-52857838,2024-03-02,1650,85.02,63.75
REC-66885777,2020-01-06,4944,94.42,64.32
REC-65558669,2020-04-07,4311,85.34,84.22
REC-28551745,2022-04-03,5497,91.98,79.54
REC-61430248,2020-05-01,7470,95.99,95.58
REC-83731067,2021-07-03,8951,94.7,94.04
REC-82309430,2024-02-01,7911,86.15,93.94
REC-76115841,2020-06-29,9735,95.54,64.14
REC-81969231,2020-07-12,9602,94.74,98.49
REC-61623796,2021-08-19,8172,92.51,67.07
REC-87975659,2024-03-10,4561,97.74,72.47
REC-80725487,2022-12-12,4807,91.84,86.64
REC-21710526,2021-04-12,6971,86.48,86.58
REC-58547818,2021-04-24,3979,90.44,97.36
REC-37283734,2024-02-22,4962,98.76,96.65
REC-58640295,2021-10-13,5673,90.46,96.85
REC-27930505,2024-07-08,6101,96.36,81.36
REC-17996341,2021-03-10,5517,96.08,94.61
REC-58433612,2024-06-01,4698,99.43,77.28
REC-49553600,2024-06-01,1476,96.62,84.18
REC-29346175,2023-03-14,6653,87.22,99.85
REC-42547451,2020-07-25,6987,97.67,67.6
REC-40143583,2024-07-28,3686,98.52,97.8
REC-28495379,2022-09-18,2863,98.86,75.0
REC-29203413,2023-07-28,5669,88.14,74.55
REC-13536218,2023-04-20,5691,98.31,75.24
REC-59886613,2020-07-21,6039,90.42,92.52
REC-24228398,2021-02-01,1332,99.96,89.18
REC-73998578,2021-03-15,1809,86.44,69.31
REC-14051460,2024-05-06,5398,93.62,69.14
REC-59022249,2023-01-31,2349,91.46,60.9
REC-20602300,2023-12-18,4805,96.38,93.11
REC-20343529,2022-07-16,3233,91.84,96.19
REC-86394469,2021-01-05,7737,85.22,99.77
REC-30094705,2024-03-17,1597,87.4,80.75
REC-73050755,2023-06-09,6667,86.08,99.01
REC-80793145,2022-08-31,3744,95.73,60.37
REC-73107095,2022-05-08,3061,85.89,76.41
REC-55276604,2024-05-07,115,93.29,88.47
REC-96549919,2022-06-06,2689,90.04,79.77
REC-48489493,2022-10-30,4528,96.07,93.55
REC-30922844,2023-03-06,6282,89.62,95.7
REC-96228754,2023-05-01,8884,86.29,75.97
REC-91090807,2022-06-02,7377,86.15,62.23
REC-77551168,2021-09-18,5652,91.96,80.28
REC-11458621,2024-06-16,3560,96.87,91.64
REC-66857416,2024-04-23,161,97.79,83.82
REC-84377548,2021-06-27,9470,88.2,75.48
REC-86781282,2022-11-10,5863,85.19,73.57
REC-51075182,2024-05-07,933,86.01,76.14
REC-66864059,2021-10-30,7744,89.32,84.14
REC-46484083,2022-09-24,891,98.13,79.12
REC-79994685,2023-07-08,9713,91.24,74.81
REC-26795114,2023-06-23,5958,98.68,84.88
REC-63741103,2023-01-17,8545,88.38,87.26
REC-39381121,2019-09-02,9987,91.29,61.5
REC-34654960,2019-12-18,5680,86.95,82.57
REC-72872428,2022-02-01,8763,90.65,82.7
REC-52035604,2019-10-22,6935,85.35,91.26
REC-61065827,2024-01-27,8880,85.59,97.84
REC-17337905,2020-10-25,4074,94.68,97.19
REC-96791517,2022-03-27,8480,96.6,83.64
REC-36136297,2019-09-22,2611,91.87,81.46
REC-24549320,2022-03-23,3838,87.96,66.67
REC-20443290,2021-07-22,7986,86.34,95.61
REC-90958813,2021-06-30,9187,95.45,93.71
REC-13764654,2022-05-07,9170,95.28,79.5
REC-47877173,2019-11-08,2287,97.19,72.94
REC-82688015,2022-01-06,7415,87.03,79.98
REC-18766990,2024-05-18,7062,97.8,86.43
REC-90142849,2024-01-07,823,98.46,86.0
REC-51489399,2024-05-26,2504,91.03,66.74
REC-84046763,2024-07-10,6339,86.94,60.45
REC-95683115,2024-07-12,4735,92.46,69.86
REC-42257238,2020-12-25,2056,91.54,91.37
REC-21413788,2020-06-20,1651,88.9,94.87
REC-85663810,2019-12-28,8163,86.4,82.28
REC-16131148,2023-08-02,203,99.98,72.37
REC-52222252,2022-09-10,8285,99.86,96.71
REC-51420243,2020-12-30,7779,95.85,68.67
REC-57868637,2020-11-05,209,85.18,70.16
REC-63436961,2021-12-03,2036,88.68,74.42
REC-36156848,2022-10-16,601,92.3,70.33
REC-62430988,2024-08-14,110,97.98,96.39
REC-27383462,2021-10-17,6991,85.66,80.29
REC-54468774,2021-08-25,9519,92.18,78.9
REC-77589149,2021-11-06,5339,92.78,65.99
REC-77401071,2022-03-23,6784,88.22,75.78
REC-13178988,2020-06-13,118,86.9,85.68
REC-74015552,2024-07-09,6325,91.44,77.98
REC-48939164,2023-01-26,5405,93.85,80.27
REC-30339060,2024-07-05,9932,87.12,98.77
REC-20570029,2021-07-08,2127,93.62,95.6
REC-41080809,2020-04-28,1841,90.79,91.72
REC-97807942,2022-06-06,2703,93.51,68.29
REC-31615365,2023-10-10,9730,88.06,76.46
REC-79296719,2021-02-20,9270,92.4,67.47
REC-55823984,2023-10-28,9027,89.08,86.72
REC-27609040,2024-07-27,4819,95.81,76.88
REC-49036097,2020-06-24,3205,95.59,91.89
REC-93680829,2022-03-23,7820,96.95,78.62
REC-15370440,2019-12-27,4089,85.04,73.52
REC-42092885,2024-07-27,4742,87.88,88.08
REC-91924787,2022-11-30,6376,86.65,85.33
REC-30454970,2020-05-02,5713,95.73,67.4
REC-23073617,2020-02-22,7622,88.21,77.65
REC-29142470,2022-07-06,3288,95.25,73.45
REC-83435357,2022-08-17,9759,98.06,71.92
REC-76962870,2023-05-13,8240,90.83,70.15
REC-71043277,2023-03-19,9680,96.52,86.56
REC-32779115,2020-09-10,7388,86.13,87.16
REC-31672470,2021-08-06,3110,91.66,70.29
REC-47596710,2019-10-07,2271,98.95,62.85
REC-57428314,2022-12-03,5817,89.61,82.25
REC-19547433,2020-02-17,1170,87.02,92.06
REC-71839630,2022-04-05,4293,98.48,95.89
REC-73520009,2024-02-17,7260,99.31,92.4
REC-69330327,2020-01-07,8145,87.66,91.06
REC-26638464,2022-05-21,7741,94.97,73.85
REC-15314034,2024-04-05,3067,94.44,97.55
REC-48470165,2024-06-22,9421,93.01,92.64
REC-64899510,2020-12-09,2094,87.59,98.83
REC-69166889,2022-06-13,6609,90.43,99.13
REC-78783800,2023-12-10,5791,94.19,74.02
REC-60154896,2021-07-18,6404,86.51,68.42
REC-65457991,2020-12-20,4708,86.19,81.75
REC-70410362,2020-02-05,1479,89.09,96.08
REC-15727818,2023-01-04,2618,91.24,87.38
REC-42858752,2023-06-17,557,99.75,66.23
REC-30744991,2024-07-24,8358,93.19,68.59
REC-49011805,2023-12-18,5299,94.93,88.97
REC-31234023,2020-06-07,2459,94.81,86.11
REC-19795032,2021-07-22,1649,93.14,74.58
REC-62106408,2023-05-05,3134,96.61,83.0
REC-99811868,2022-02-18,2321,97.43,85.99
REC-56833660,2023-01-09,5525,93.36,60.32
REC-72879488,2020-12-04,3935,88.75,76.61
REC-72391513,2020-10-16,2236,91.85,77.69
REC-21518907,2022-07-12,1383,98.57,73.07
REC-24542266,2020-05-15,5788,94.83,70.04
REC-68131630,2023-09-19,8296,91.8,93.98
REC-63891165,2024-07-12,4988,94.84,75.59
REC-18653222,2020-02-02,5234,93.4,93.49
REC-55959309,2024-05-01,7090,88.87,78.58
REC-38539411,2023-01-24,3715,95.41,84.91
REC-25344634,2021-11-25,6314,85.99,60.53
REC-71012513,2020-05-23,8939,92.12,60.33
REC-83159563,2023-01-22,7834,93.63,89.57
REC-73077976,2023-12-09,2913,94.13,99.65
REC-95928388,2023-05-13,2641,98.67,96.32
REC-52974720,2020-10-11,8329,98.9,89.58
REC-90675244,2020-10-25,3146,92.31,70.31
REC-18375220,2023-10-05,5139,94.63,90.75
REC-67728351,2024-06-04,6193,95.29,78.29
REC-38644859,2021-05-09,476,94.41,69.7
REC-38386094,2023-10-26,594,97.73,93.98
REC-66763408,2023-01-12,8078,96.3,87.25
REC-43832435,2024-07-12,9724,95.22,84.36
REC-21219432,2021-05-03,1896,98.93,84.45
REC-19295792,2024-06-10,6422,91.07,99.14
REC-64367371,2024-02-16,3735,99.86,75.68
REC-50042087,2021-10-06,5789,88.69,83.11
REC-66334114,2021-09-23,2761,99.45,82.73
REC-38736673,2020-04-11,3198,85.35,60.79
REC-34706569,2021-12-07,8089,86.05,93.51
REC-22407255,2023-04-30,2948,85.81,89.49
REC-55905032,2022-06-02,2983,99.97,89.33
REC-32083283,2024-07-26,9778,99.38,62.32
REC-56879065,2020-06-06,2418,95.19,96.84
REC-74642647,2020-08-16,4226,89.76,96.86
REC-81874437,2023-03-09,4652,92.9,96.47
REC-68624154,2023-04-09,8844,86.32,83.56
REC-86546634,2022-10-10,2131,92.31,73.47
REC-11332984,2022-08-19,7868,87.66,65.83
REC-20443308,2021-04-15,2112,88.95,84.67
REC-53450650,2022-05-25,445,93.1,94.96
REC-11904117,2022-08-07,1000,95.82,68.29
REC-71560177,2019-11-16,8488,93.42,89.25
REC-77034462,2022-04-06,3950,99.5,69.71
REC-25248056,2021-02-08,512,91.46,81.5
REC-45272780,2022-08-23,4641,93.98,96.46
REC-10493503,2023-06-06,6734,89.41,64.48
REC-26873477,2020-11-28,9012,95.41,91.36
REC-95753906,2023-06-01,3022,95.66,91.0
REC-14897064,2020-01-19,8277,91.35,97.39
REC-35186888,2021-08-27,3566,94.56,69.76
REC-83294452,2021-05-14,9975,89.8,64.26
REC-90657252,2022-11-06,4139,93.7,98.76
REC-39009455,2020-12-29,7636,91.85,97.23
REC-38153923,2020-05-25,8972,91.07,75.07
