record_id,date,returns,customer_complaints,shipping_time_days,delivery_accuracy,transportation_costs
REC-77560039,2024-08-17,34,19,4.61,91.04,7229.88
REC-99618537,2024-02-24,72,28,2.74,92.87,954.99
REC-66457460,2020-01-15,64,28,1.96,95.99,145.33
REC-39914362,2021-11-03,24,28,6.16,90.6,4763.39
REC-84032876,2021-02-12,26,32,6.26,91.62,8155.11
REC-25368078,2020-03-06,75,18,5.5,91.7,4754.46
REC-73025187,2022-01-31,6,15,6.24,98.79,2938.76
REC-57058571,2021-05-17,41,10,1.25,99.91,9359.33
REC-65423162,2021-12-22,99,49,5.25,96.88,7301.41
REC-11020743,2020-02-13,73,40,1.17,95.17,8574.89
REC-40056261,2023-08-16,76,31,2.95,99.64,1998.66
REC-48064741,2019-09-27,43,42,2.42,91.2,8818.01
REC-98406780,2020-03-26,65,38,1.17,99.44,2763.22
REC-51258084,2022-12-22,4,27,6.71,94.58,7400.15
REC-42420888,2021-12-22,42,29,2.01,94.37,1936.7
REC-65640853,2022-09-25,27,47,6.22,96.31,2862.2
REC-12084410,2020-08-02,25,36,4.42,90.32,8725.15
REC-30585690,2019-10-31,9,24,4.67,98.7,9311.13
REC-79654067,2022-02-26,95,5,4.93,96.45,1010.27
REC-54975010,2022-12-15,53,15,6.67,94.22,4796.24
REC-86797698,2021-08-20,57,21,4.47,99.61,9536.84
REC-42458022,2022-11-27,32,39,2.88,90.56,5215.92
REC-35858441,2023-12-29,4,4,1.53,94.71,5580.08
REC-16923083,2020-07-07,12,36,3.36,98.56,9962.11
REC-27296700,2022-05-09,58,46,5.18,95.26,5245.13
REC-33315937,2023-10-16,41,36,3.69,91.63,6842.68
REC-52698007,2024-03-10,27,41,6.25,97.83,7569.98
REC-31265947,2020-06-01,44,19,2.38,97.31,5295.75
REC-41000202,2021-04-03,85,11,3.3,96.69,9390.62
REC-26955763,2021-05-11,65,40,5.83,93.43,6079.19
REC-25887718,2023-12-05,52,19,6.36,96.57,7133.91
REC-94197247,2023-07-25,36,32,4.51,98.97,6969.12
REC-84209721,2024-06-08,68,3,2.02,91.2,7069.89
REC-53272417,2019-11-07,26,8,5.31,99.26,2215.94
REC-22516397,2020-01-03,7,46,5.02,91.34,3957.68
REC-13441373,2021-10-09,40,46,2.62,95.37,2016.19
REC-11548620,2024-03-03,6,25,1.33,96.97,9418.54
REC-13733713,2022-04-06,61,18,3.44,98.25,5655.19
REC-20572666,2022-07-04,65,38,2.4,96.79,6110.93
REC-13394349,2023-11-02,20,26,1.93,94.06,1002.95
REC-70895423,2023-01-06,77,24,6.22,90.22,1450.87
REC-35039011,2021-01-01,80,30,1.55,96.81,3661.88
REC-97580116,2019-10-29,78,20,4.79,93.37,4460.65
REC-49852264,2022-08-14,53,28,2.43,99.26,8969.61
REC-81862482,2022-08-30,20,38,2.8,98.28,6537.21
REC-60748656,2022-09-10,9,19,2.55,99.24,6998.04
REC-98484070,2022-03-29,26,49,6.62,95.14,2091.22
REC-46905154,2021-09-04,51,39,3.6,92.15,6682.25
REC-29296419,2023-12-07,50,37,2.77,98.11,6861.72
REC-95682794,2022-01-06,35,38,2.13,97.13,1903.45
REC-24888976,2020-03-12,50,25,2.68,93.16,9436.5
REC-89979598,2021-11-10,70,34,4.47,94.85,6790.55
REC-24371585,2022-12-17,92,40,2.81,99.45,9006.53
REC-47911547,2019-12-02,64,29,5.0,95.95,5725.11
REC-34243439,2024-05-22,5,44,2.85,98.47,2737.81
REC-20385959,2022-01-19,59,29,2.97,93.85,5809.04
REC-58505926,2021-08-02,72,30,6.84,91.15,5126.63
REC-62452316,2020-12-16,70,30,5.4,94.55,7053.38
REC-75905864,2022-07-29,97,45,4.9,97.69,8812.52
REC-65531931,2023-01-04,55,16,3.09,99.01,1767.31
REC-75299245,2020-11-01,42,10,5.23,99.83,4927.42
REC-38225447,2020-05-31,16,35,3.94,95.47,6734.36
REC-60365788,2022-12-02,43,32,1.5,93.16,8162.5
REC-95033882,2024-02-05,2,22,4.7,91.68,6956.17
REC-31622965,2021-08-08,25,24,1.6,94.81,6525.11
REC-50098215,2023-03-21,54,38,3.32,99.49,3929.14
REC-33981630,2021-09-17,54,43,6.69,96.58,1624.82
REC-25731275,2024-07-16,94,22,1.44,96.73,9609.65
REC-56544523,2020-12-19,7,38,2.24,97.78,7016.03
REC-92410355,2023-04-18,55,37,3.86,98.03,9992.42
REC-10673042,2022-04-29,60,36,6.65,93.96,9810.67
REC-80027905,2022-06-21,15,44,5.94,90.66,5029.16
REC-26320018,2023-06-28,43,49,1.48,93.98,3755.23
REC-91350811,2024-04-12,32,44,5.29,97.82,2183.89
REC-81934552,2020-10-15,44,24,1.28,90.64,606.67
REC-79524101,2021-06-05,6,43,1.73,98.41,5204.4
REC-30447536,2020-11-05,97,30,6.87,90.23,6359.56
REC-58974793,2024-08-11,9,0,5.17,93.97,8219.51
REC-39119581,2024-04-09,61,46,2.18,94.56,250.57
REC-53961638,2021-05-22,22,20,4.97,94.22,9328.24
REC-39495837,2020-11-04,69,31,5.99,96.97,3186.1
REC-26989313,2022-04-19,29,24,2.67,93.54,5948.29
REC-46730893,2024-02-15,79,46,5.74,90.52,8440.43
REC-36741208,2020-10-26,58,33,6.93,90.04,7789.14
REC-56782042,2023-04-30,79,39,6.44,96.13,9306.99
REC-72685550,2020-11-25,45,35,4.21,97.43,4861.29
REC-68527249,2024-06-21,50,33,6.21,95.31,4590.25
REC-63679326,2021-01-05,91,25,1.48,95.22,743.67
REC-43566934,2022-05-15,37,4,3.14,93.03,1093.36
REC-36558526,2020-03-30,10,46,4.32,98.04,1331.03
REC-62724203,2024-05-29,47,46,3.26,94.99,1528.43
REC-88335942,2024-03-14,97,48,2.56,99.79,4164.76
REC-32233584,2020-09-03,72,39,3.78,91.51,7924.52
REC-75475674,2021-03-27,84,40,1.93,93.43,9053.69
REC-69882277,2022-05-15,98,44,4.47,97.77,297.71
REC-90038028,2020-11-27,85,33,4.49,99.62,6407.22
REC-52781724,2019-12-02,31,48,2.77,94.28,3176.17
REC-91509842,2022-05-19,62,26,4.61,91.88,7715.37
REC-67621412,2023-03-11,40,15,4.15,93.35,1368.88
REC-86120515,2023-03-02,2,0,6.87,93.71,4229.96
REC-60192126,2022-04-01,0,44,5.3,93.12,6805.68
REC-70317901,2023-06-09,75,18,6.97,97.41,3577.1
REC-14531191,2021-12-30,99,47,3.45,95.46,6047.4
REC-43965629,2020-12-17,27,39,2.51,93.38,2164.82
REC-49389352,2021-04-07,25,31,4.32,93.85,5758.78
REC-57278642,2020-07-29,17,17,1.68,98.83,5768.12
REC-14018472,2020-10-14,18,11,1.76,90.16,1687.75
REC-34146337,2021-03-28,95,1,4.37,93.17,3640.35
REC-67631320,2019-11-22,51,12,4.51,93.75,4367.25
REC-58015656,2021-12-09,6,17,4.26,93.67,3498.3
REC-19749620,2024-06-28,9,3,5.14,96.14,4772.19
REC-98174955,2021-08-19,88,3,5.49,98.08,5880.12
REC-59924201,2021-08-23,35,2,6.37,99.72,1405.26
REC-52205153,2021-08-19,95,15,2.42,96.25,7280.05
REC-11292919,2019-11-22,86,39,6.87,93.11,6958.93
REC-11463110,2022-09-22,32,11,6.6,96.28,5017.87
REC-38692049,2020-05-05,6,41,5.7,95.45,1189.59
REC-86164433,2023-09-21,95,13,3.46,97.3,6541.01
REC-41225585,2020-10-22,49,41,4.15,90.48,8056.98
REC-61753132,2023-12-10,86,21,4.77,97.84,9469.45
REC-90772485,2023-08-28,60,45,3.12,99.06,7691.49
REC-80767956,2022-11-06,34,39,4.07,91.61,1794.26
REC-23813714,2021-03-26,90,28,2.39,95.56,4436.35
REC-91591543,2022-12-18,42,19,1.3,93.53,445.18
REC-87034049,2023-11-06,50,23,6.68,98.43,9196.65
REC-68412302,2023-09-13,1,43,4.07,91.35,714.14
REC-52965968,2020-11-02,10,45,3.19,90.69,320.61
REC-36457435,2021-01-22,8,5,2.24,92.51,5149.96
REC-76294734,2021-04-24,66,5,3.87,92.94,7806.2
REC-16280294,2021-08-05,99,14,1.5,96.17,3867.22
REC-66537506,2019-12-11,10,39,5.34,97.87,1641.58
REC-26655437,2023-02-22,35,32,5.95,93.95,4640.08
REC-32969985,2019-10-18,12,30,4.48,96.95,2461.18
REC-89345641,2021-12-18,30,11,6.04,90.83,2467.68
REC-41732012,2023-03-08,82,33,1.35,93.48,5791.73
REC-48257007,2021-07-24,6,39,1.32,91.51,9984.18
REC-96391469,2021-05-24,1,17,3.86,97.9,8665.67
REC-71977968,2021-05-29,7,22,4.48,91.51,3478.47
REC-27590313,2020-03-25,66,38,2.69,95.46,5842.56
REC-14967155,2021-03-05,90,20,4.35,93.91,5873.65
REC-80801688,2023-05-28,39,11,3.22,98.88,7520.82
REC-55283701,2023-11-02,95,23,5.7,93.39,1652.04
REC-19321973,2022-06-07,48,28,1.58,93.32,6151.37
REC-22766765,2023-07-24,83,37,3.29,95.04,5393.95
REC-50399304,2021-10-07,88,24,2.45,98.75,8085.15
REC-52572475,2023-04-22,12,42,6.57,96.19,7832.37
REC-63733308,2023-02-10,43,26,6.79,90.47,9646.47
REC-84685481,2020-01-09,54,8,2.55,99.48,4979.5
REC-76279210,2022-11-26,84,11,3.36,91.9,599.53
REC-62791522,2022-05-01,39,48,5.84,93.19,1257.46
REC-71012928,2023-01-08,24,1,2.43,95.87,5629.52
REC-96046600,2024-07-13,29,9,5.24,95.19,3247.3
REC-60184824,2024-03-24,2,32,4.69,91.92,2021.79
REC-13930993,2024-02-19,55,1,4.24,92.92,1786.57
REC-16420202,2019-12-30,68,13,4.14,92.24,6791.46
REC-28620619,2024-02-05,27,6,2.12,91.06,3582.44
REC-53333406,2020-08-06,99,13,6.35,95.64,4151.02
REC-40379009,2023-07-06,87,15,3.7,97.36,9763.62
REC-21813404,2023-07-22,4,7,1.51,95.26,4304.24
REC-59510172,2020-01-11,59,43,6.05,97.14,6093.89
REC-10663217,2021-10-04,4,27,1.19,91.54,8221.11
REC-44854691,2024-01-30,52,30,2.55,90.73,9817.5
REC-24871807,2024-03-30,9,0,2.2,98.13,2952.98
REC-50841125,2023-01-13,55,18,3.03,93.28,817.0
REC-45396856,2020-01-01,84,33,3.87,99.33,5647.1
REC-92241997,2024-05-30,26,10,5.56,90.39,3405.2
REC-46226982,2022-12-18,8,10,4.75,90.6,8961.15
REC-28490280,2024-01-22,15,30,4.28,97.69,131.86
REC-26092896,2020-02-02,43,19,1.09,94.42,7885.71
REC-52860106,2021-04-13,88,10,1.83,96.39,4983.27
REC-88400641,2022-02-22,37,21,5.78,95.05,9269.83
REC-95483760,2023-05-29,48,37,1.99,98.06,9291.98
REC-99689017,2023-01-20,48,33,4.04,93.21,3966.06
REC-80029938,2022-04-05,12,48,6.39,97.77,5948.77
REC-42282510,2022-02-06,70,33,3.63,95.54,4142.49
REC-98754019,2023-08-05,31,6,4.72,94.02,6602.52
REC-47653656,2021-01-31,7,41,2.72,90.05,5358.7
REC-74787744,2023-04-06,42,5,2.94,90.67,789.33
REC-22321103,2022-03-04,49,48,5.66,99.4,5923.27
REC-49759879,2020-02-18,59,15,6.87,93.23,9859.62
REC-57380159,2024-01-25,62,11,2.57,94.48,3744.78
REC-98514011,2020-11-16,84,28,1.69,92.42,7164.1
REC-20471228,2023-08-12,93,49,4.37,99.81,1908.89
REC-76384860,2023-07-06,39,6,4.41,98.24,6726.12
REC-38517975,2020-06-08,38,12,6.06,98.41,8503.14
REC-99992846,2023-12-05,23,38,2.57,94.16,4556.83
REC-72834081,2020-08-18,8,48,5.16,97.84,251.05
REC-35221850,2021-03-13,32,37,6.23,93.03,5865.68
REC-24030412,2024-08-24,7,10,2.14,92.15,6538.35
REC-38006066,2024-04-25,78,32,1.84,98.61,2695.0
REC-78978156,2020-10-26,70,44,2.38,98.82,7688.29
REC-51852500,2023-01-05,98,24,6.97,98.89,7455.33
REC-97951446,2023-03-09,80,28,6.16,95.1,9692.87
REC-77714375,2022-06-02,90,21,6.73,92.04,6229.43
REC-27456426,2023-07-03,25,42,4.22,96.53,329.1
REC-58807442,2019-11-18,10,25,6.29,94.39,6248.46
REC-70724380,2021-03-10,94,43,3.16,91.4,1749.47
REC-37248980,2023-07-12,56,5,1.9,96.29,606.83
REC-35226688,2021-05-21,35,8,6.31,96.91,743.06
REC-47290843,2023-07-15,78,28,4.02,91.21,839.11
REC-32038057,2020-06-08,19,9,5.66,99.46,4338.85
REC-87476147,2021-10-17,0,15,4.35,93.69,4234.28
REC-29768893,2022-06-04,66,35,6.42,94.26,2435.37
REC-24384568,2021-01-23,76,6,3.82,94.72,526.16
REC-42287747,2020-09-19,41,11,3.24,96.81,3800.67
REC-71853813,2020-06-11,28,39,2.26,93.61,5229.97
REC-45803474,2020-08-21,68,27,4.76,90.66,5932.47
REC-73919907,2023-06-29,70,38,3.14,97.37,9122.09
REC-70752435,2022-10-03,11,36,5.82,94.11,8377.52
REC-45645373,2020-05-24,9,45,6.93,99.87,8799.99
REC-83860588,2024-02-15,53,19,2.81,98.28,5463.26
REC-57570364,2022-12-08,29,24,3.19,92.11,334.66
REC-38463020,2024-01-08,51,33,5.61,93.11,6317.58
REC-63274774,2021-01-10,13,30,6.26,98.71,142.73
REC-67827496,2022-11-21,97,39,5.66,95.35,4137.84
REC-54793758,2024-05-07,27,9,2.94,93.58,4748.42
REC-69235732,2022-11-27,33,31,5.4,96.71,711.08
REC-59631122,2020-01-16,51,33,1.17,95.18,6416.97
REC-16594707,2021-02-13,97,16,3.18,96.05,5165.5
REC-66718851,2022-07-09,93,37,5.98,99.88,5000.43
REC-49460803,2024-06-23,57,4,6.05,98.11,5126.69
REC-64048419,2020-12-11,48,5,3.69,94.15,5078.38
REC-89731929,2021-01-17,32,47,2.29,96.21,4608.2
REC-81076709,2020-11-24,86,23,3.69,96.31,6543.43
REC-79607791,2021-03-10,32,5,6.61,95.86,864.53
REC-24654503,2020-02-08,99,24,3.02,95.12,7244.98
REC-96750938,2023-03-28,54,37,2.47,94.41,1075.57
REC-24909280,2022-04-16,2,12,3.05,91.53,9812.7
REC-25460259,2022-04-20,56,7,3.7,90.43,8434.26
REC-14789956,2023-06-19,89,22,4.16,93.51,6580.07
REC-42046782,2022-02-15,15,2,2.86,91.82,6985.84
REC-81421511,2021-03-16,6,5,3.29,91.71,987.22
REC-46971545,2020-09-01,86,11,3.0,99.79,5760.13
REC-93244618,2020-10-14,11,27,4.94,97.72,6420.68
REC-62601013,2021-05-24,37,47,6.74,97.78,8072.51
REC-23596829,2019-09-12,49,43,5.15,98.77,6026.52
REC-46006180,2021-10-27,95,43,3.72,99.43,9601.71
REC-37609308,2019-10-09,60,26,1.95,96.54,3401.98
REC-37323438,2023-07-27,79,17,2.22,97.32,1806.8
REC-95483165,2023-11-26,38,24,3.35,92.42,8157.01
REC-90035829,2023-11-29,25,39,1.03,98.68,2690.15
REC-10416997,2024-04-16,9,32,2.68,98.68,3281.08
REC-34840859,2019-09-19,22,46,3.12,95.77,5916.62
REC-93499311,2023-11-13,68,33,5.39,98.1,5401.59
REC-50979918,2021-09-10,45,41,5.29,99.64,3728.74
REC-32848229,2021-07-06,91,30,4.75,95.51,918.74
REC-19322043,2023-09-18,86,28,6.87,97.95,1566.21
REC-35144941,2023-07-12,56,23,3.04,97.45,8811.55
REC-71098100,2023-02-27,56,32,3.51,94.69,1954.62
REC-11709239,2023-06-05,47,29,3.23,91.91,636.09
REC-67434792,2020-05-05,28,38,1.64,94.74,3539.75
REC-12795332,2019-09-22,33,6,4.59,90.65,2731.49
REC-45410956,2021-10-01,60,13,3.7,91.53,7649.74
REC-32914336,2024-04-28,30,10,6.4,91.91,4625.6
REC-89726022,2022-01-13,70,8,5.75,90.16,1330.91
REC-73596407,2024-05-30,37,18,2.34,93.17,7422.52
REC-75539501,2021-06-08,8,35,4.96,98.19,3881.5
REC-73427036,2020-01-31,67,12,4.05,93.9,3134.44
REC-16063489,2021-03-29,25,14,6.28,99.33,6509.08
REC-86137251,2020-12-05,60,32,5.41,94.66,5374.17
REC-40640252,2020-02-20,91,10,4.92,96.86,1815.04
REC-77531176,2022-08-21,35,29,1.05,95.11,7877.75
REC-29674031,2019-12-25,85,16,1.2,99.79,4399.01
REC-23420761,2020-11-26,49,13,2.98,93.31,6668.07
REC-55053851,2019-12-11,74,32,5.45,97.08,6455.67
REC-75855518,2024-08-02,46,6,5.73,90.69,2410.92
REC-83244637,2022-03-17,52,17,5.15,98.58,220.59
REC-99041184,2022-06-26,30,29,6.02,95.87,243.85
REC-44029139,2020-05-31,96,49,4.12,99.32,1384.11
REC-71572485,2020-02-01,92,15,4.41,94.27,7702.78
REC-57328711,2020-08-05,78,7,1.23,96.91,9810.48
REC-54793672,2023-03-20,19,39,6.59,91.84,3528.66
REC-99112118,2021-03-08,98,35,5.7,94.99,8758.93
REC-25134534,2021-01-15,45,34,4.61,91.47,6539.71
REC-79700460,2022-02-01,10,10,3.9,97.79,9852.52
REC-29850853,2024-07-15,79,18,6.13,90.77,1927.2
REC-39562206,2024-06-13,4,16,1.62,90.52,8225.94
REC-57941821,2021-03-06,77,39,5.23,95.83,590.48
REC-14147955,2023-07-17,94,29,5.92,90.74,7351.17
REC-87522039,2024-08-04,92,41,6.1,93.23,5201.81
REC-58240526,2022-09-25,57,5,3.61,90.89,1394.53
REC-21982151,2019-12-22,2,33,4.57,95.08,8066.9
REC-60704539,2020-06-17,15,29,3.53,98.87,3203.11
REC-46765441,2022-03-19,60,11,1.3,91.6,7489.95
REC-70299910,2022-05-31,65,28,6.5,98.49,2644.37
REC-33481693,2022-10-21,35,7,1.18,92.58,1858.48
REC-56821190,2022-11-22,10,41,5.07,91.5,176.01
REC-62482651,2020-03-30,13,16,6.87,96.89,6661.35
REC-47077262,2023-04-21,11,40,1.11,99.37,8281.16
REC-35578230,2024-05-08,5,32,3.07,92.05,421.17
REC-87781432,2020-03-21,26,37,4.0,90.16,1883.52
REC-56073515,2022-02-27,46,0,2.79,96.95,5563.57
REC-68177965,2023-09-03,54,42,1.01,90.34,1532.48
REC-86056143,2020-10-24,71,32,4.18,90.52,5598.86
REC-48709538,2020-09-15,60,26,3.61,92.25,6627.72
REC-11118688,2022-01-01,77,9,1.58,99.61,4575.51
REC-29747600,2022-06-20,49,41,5.94,93.95,2881.99
REC-30163227,2024-02-25,70,39,2.6,97.25,9563.52
REC-48893851,2023-03-10,37,3,7.0,90.36,3971.69
REC-50754622,2024-02-18,19,28,1.97,92.48,4022.58
REC-48689596,2021-06-14,60,22,4.0,91.98,5720.15
REC-49557552,2021-06-12,76,15,5.41,97.54,9349.96
REC-70915814,2020-02-29,3,49,3.31,95.19,6874.1
REC-39168908,2020-08-06,60,16,1.34,96.51,9184.85
REC-89600725,2024-07-12,46,9,5.06,96.48,2698.4
REC-17139481,2024-03-02,44,38,2.12,99.35,7833.48
REC-51046667,2020-05-31,63,11,3.75,92.24,9514.21
REC-67756952,2023-10-13,63,25,2.86,96.76,558.06
REC-98617699,2022-02-10,95,2,6.0,93.48,210.55
REC-16697739,2023-04-20,2,18,5.75,93.29,2249.88
REC-28484302,2022-05-12,80,1,2.54,96.9,5170.29
REC-48019256,2021-11-16,13,6,2.53,91.57,2608.07
REC-99298543,2024-02-20,51,22,1.24,95.48,1450.31
REC-21543189,2024-07-23,78,21,1.12,99.66,6019.2
REC-29145387,2022-09-05,2,21,3.38,95.01,3086.71
REC-67988874,2020-10-09,16,22,2.93,90.41,5538.37
REC-49030787,2024-06-15,44,46,5.6,98.05,7364.91
REC-14313313,2023-11-22,70,7,1.18,91.6,2358.87
REC-57597933,2024-02-02,65,5,4.59,99.3,5212.59
REC-95502685,2023-11-26,70,24,6.19,91.71,8270.19
REC-66715484,2023-11-10,62,25,1.34,97.26,943.02
REC-23171952,2021-03-13,12,8,1.9,95.12,3916.37
REC-50536794,2021-08-25,70,46,3.93,92.63,6345.78
REC-33260196,2022-02-20,71,34,3.53,94.68,5453.96
REC-53282519,2021-04-25,29,46,5.54,92.14,6485.17
REC-36777331,2019-09-06,63,48,1.19,99.53,8731.53
REC-28212104,2020-09-03,34,29,6.56,91.06,7207.96
REC-84394708,2019-11-15,66,25,2.68,93.26,601.99
REC-50407893,2023-08-16,94,30,6.16,90.9,2804.25
REC-21488759,2020-09-02,51,37,1.22,90.83,8736.82
REC-86056500,2021-06-07,38,36,5.45,94.77,6670.64
REC-83260153,2023-03-13,75,17,6.84,96.03,134.45
REC-60461294,2023-03-11,95,36,3.4,92.15,9987.83
REC-22890579,2020-01-21,26,31,1.5,91.14,7068.39
REC-80675216,2022-07-05,63,37,1.53,99.76,159.58
REC-52045107,2022-08-23,88,24,5.62,94.14,9993.4
REC-57990755,2024-06-08,7,37,2.71,92.69,6380.59
REC-57539093,2021-06-22,66,49,3.58,98.73,2131.31
REC-72619624,2019-10-07,35,7,5.68,94.35,6194.46
REC-65063980,2021-05-19,17,7,6.28,93.11,2502.78
REC-13714198,2022-01-23,62,40,6.88,93.11,3893.91
REC-66494741,2021-10-31,20,38,1.5,93.36,6947.17
REC-28869078,2020-03-30,66,19,2.1,99.34,8888.39
REC-42567348,2022-04-15,93,15,6.93,96.39,5097.02
REC-60078131,2022-03-22,29,40,6.66,91.65,1505.88
REC-93334410,2023-12-24,62,26,6.35,92.76,1657.46
REC-85910137,2024-05-06,22,42,6.63,94.68,9372.68
REC-17185483,2022-06-04,44,14,6.09,90.58,6036.41
REC-26902822,2019-09-21,9,7,6.94,93.5,1243.71
REC-99936512,2020-08-20,25,25,6.17,97.37,1951.99
REC-72117013,2022-07-03,62,4,5.9,93.78,1946.37
REC-71769783,2022-07-28,4,11,4.44,94.06,1915.56
REC-21362751,2023-01-14,43,16,4.26,90.28,775.97
REC-46262253,2024-07-04,64,34,2.86,90.16,6296.16
REC-54759391,2019-12-01,56,16,2.67,94.27,5751.64
REC-49000574,2021-02-28,95,38,6.97,92.53,2554.12
REC-54467352,2021-04-26,4,46,3.66,99.97,191.14
REC-26299760,2022-06-24,82,1,1.02,99.07,5727.4
REC-17116259,2022-07-17,16,8,2.44,99.57,5988.6
REC-79291785,2023-09-29,21,29,6.19,99.99,7458.5
REC-85436973,2023-09-15,61,13,6.61,98.15,9684.88
REC-28307667,2019-12-21,78,45,6.72,90.86,2482.3
REC-95854802,2020-10-27,8,48,5.97,94.52,3150.34
REC-50385068,2023-10-06,21,27,5.07,99.28,5050.2
REC-10865811,2020-12-27,77,21,5.82,98.89,302.29
REC-93706754,2023-08-03,34,11,3.45,98.55,3250.09
REC-25395963,2024-03-27,68,48,4.31,92.2,2128.67
REC-10004793,2022-07-09,40,27,1.07,97.03,1505.01
REC-91039410,2023-08-08,56,12,2.01,93.05,2630.61
REC-79769403,2023-03-11,45,47,5.57,96.5,4614.21
REC-43179439,2020-02-23,30,25,3.0,93.84,1988.43
REC-23905899,2024-02-06,46,41,3.16,92.39,1805.16
REC-13309323,2022-03-20,71,3,4.24,97.16,8151.19
REC-69567958,2024-06-22,21,9,2.22,98.97,7063.11
REC-17469640,2022-05-09,0,8,2.38,91.69,8372.22
REC-50255085,2024-05-22,93,25,4.12,91.48,7560.8
REC-74923735,2024-03-23,75,16,6.26,90.65,9832.38
REC-41531482,2019-10-30,92,8,3.81,90.65,3401.41
REC-44933052,2021-06-10,9,17,6.94,98.64,136.31
REC-98336648,2024-07-30,81,33,4.54,98.68,9087.17
REC-68029531,2022-06-28,39,28,4.51,90.71,204.23
REC-95388938,2022-09-04,14,21,4.0,97.95,9293.47
REC-34804490,2020-03-25,99,42,4.26,92.43,9725.05
REC-98243507,2020-12-08,17,30,6.23,92.02,9509.02
REC-32921098,2022-01-20,34,46,5.85,92.77,9641.56
REC-83374285,2019-12-07,18,37,5.27,90.85,7802.4
REC-73908898,2022-07-21,34,27,6.3,93.6,6944.92
REC-48927998,2022-11-10,78,1,3.75,96.97,7825.73
REC-99595102,2024-03-18,79,20,2.56,92.83,2940.33
REC-89022539,2021-01-29,32,30,5.19,96.04,5069.05
REC-59303460,2024-07-10,74,26,6.61,97.3,3794.27
REC-62504528,2022-12-25,61,36,1.23,97.95,4342.57
REC-24406372,2021-04-06,31,28,1.55,96.87,2604.46
REC-65954896,2020-08-30,84,19,3.7,99.08,6990.46
REC-29886575,2022-04-16,5,30,3.4,96.44,2495.21
REC-48040286,2022-05-06,47,21,5.91,90.48,5996.0
REC-26123105,2019-12-09,15,38,1.06,99.15,1968.92
REC-11479031,2021-12-23,38,39,2.56,97.91,7118.87
REC-14574615,2023-03-10,16,19,3.06,92.26,1191.29
REC-15721942,2020-05-28,10,46,1.72,96.84,5963.1
REC-28697002,2023-11-24,86,42,4.07,91.96,5819.61
REC-71518719,2021-09-09,46,42,6.86,98.41,8791.79
REC-11224073,2022-10-30,41,22,3.68,99.98,5143.97
REC-58016078,2023-07-07,93,17,3.5,95.15,8003.8
REC-77539115,2022-03-30,37,12,5.65,97.49,592.78
REC-56819717,2021-07-04,99,3,2.46,90.05,2713.68
REC-62428709,2024-02-19,65,9,6.51,90.66,5332.34
REC-18424279,2022-03-29,20,30,1.02,98.45,8793.54
REC-98035991,2021-02-26,47,27,4.72,94.25,7793.24
REC-57226789,2020-08-15,10,44,5.76,98.87,3100.46
REC-71670595,2022-11-07,82,17,4.48,92.0,8858.29
REC-47358181,2019-12-27,84,44,2.06,95.54,8834.42
REC-62872219,2021-05-21,90,38,1.09,99.93,7594.15
REC-96588420,2020-06-15,75,28,6.48,90.15,6864.11
REC-60536025,2023-06-11,47,28,4.3,96.24,1844.27
REC-91314709,2023-12-22,44,8,3.82,93.84,1414.6
REC-87314639,2019-11-18,8,24,6.52,93.15,3693.92
REC-98436745,2023-10-10,36,15,3.83,93.18,6837.15
REC-44792727,2023-12-03,4,11,2.64,92.01,3893.31
REC-53496826,2020-12-23,17,26,3.82,99.98,5154.94
REC-88449352,2021-04-14,35,30,3.77,95.53,8390.11
REC-19069088,2022-07-24,92,29,5.32,91.01,2266.72
REC-13962354,2023-10-13,91,36,4.36,97.87,6068.57
REC-41098826,2024-02-14,68,33,1.75,95.61,3064.17
REC-99289816,2022-04-23,98,31,1.38,91.21,6602.18
REC-77032883,2022-06-15,74,0,2.77,99.32,7086.32
REC-53440826,2020-11-20,49,19,5.22,91.29,8186.88
REC-41758221,2020-07-03,65,14,3.91,98.53,3602.48
REC-33353610,2024-01-22,85,33,1.69,97.35,2024.28
REC-66378982,2020-10-18,44,7,3.77,99.79,9526.36
REC-18311653,2021-05-31,61,32,3.85,99.76,4805.85
REC-25364411,2019-12-24,44,15,4.06,91.83,5852.66
REC-19782015,2023-07-30,7,18,4.27,97.32,7749.43
REC-60240663,2022-12-19,2,20,6.41,97.28,8710.83
REC-33362909,2024-02-10,13,45,6.06,92.84,4760.96
REC-24450015,2020-08-26,64,4,5.65,90.96,4789.24
REC-60684499,2019-09-14,66,31,6.91,98.58,8460.42
REC-95549812,2022-04-25,46,37,4.89,94.36,1724.46
REC-36268818,2020-01-16,75,25,3.3,95.97,7170.72
REC-75914731,2020-05-29,86,27,2.71,99.34,2820.11
REC-48398260,2022-07-03,12,21,5.74,98.3,2526.55
REC-37003632,2023-08-22,6,2,1.14,99.86,2431.75
REC-68258950,2020-01-23,90,10,5.85,94.25,3839.42
REC-35809507,2020-07-18,34,35,3.22,94.63,8345.13
REC-88129206,2024-02-05,22,0,3.93,96.84,8102.51
REC-94438474,2022-04-29,94,23,2.59,92.33,9671.39
REC-37318624,2019-11-10,28,16,4.83,95.17,8583.66
REC-28865991,2024-07-31,54,22,5.03,95.41,5046.32
REC-58259460,2022-04-28,9,3,1.38,98.66,4621.21
REC-86275267,2021-06-14,35,37,6.28,93.81,6409.86
REC-19658994,2022-05-25,38,1,2.66,92.34,2744.51
